#,id,quantity,name,item_type,price,vat_rate,product_category,organization_name,organization_country,organization_municipality,organization_street,organization_category,unit_municipality,unit_name,unit_street,issue_date,created_date,last_modified_date,tax_base_basic,tax_base_reduced,vat_rate_basic,vat_rate_reduced,fs_receipt_category,user,transaction
1,181,1,Donut čokoládový,K,0.33,20,pastry/sweet,"Lidl Slovenská republika, v.o.s.",Slovensko,Bratislava - mestská časť Ružinov,Ružinovská,Stravovanie/Potraviny,Bratislava,,Galvániho II.,30.01.2021 19:09:01,2021-04-21 19:44:26,2021-04-21 19:44:26,12.68,2.09,20,10,Stravovanie/Potraviny,1,1
2,182,1,Nátierka Natur,K,0.79,20,basic/spread,"Lidl Slovenská republika, v.o.s.",Slovensko,Bratislava - mestská časť Ružinov,Ružinovská,Stravovanie/Potraviny,Bratislava,,Galvániho II.,30.01.2021 19:09:01,2021-04-21 19:44:26,2021-04-21 19:44:26,12.68,2.09,20,10,Stravovanie/Potraviny,1,1
3,183,1,Koktejl. paradajky,K,2.09,10,fruits-veg/vegetable,"Lidl Slovenská republika, v.o.s.",Slovensko,Bratislava - mestská časť Ružinov,Ružinovská,Stravovanie/Potraviny,Bratislava,,Galvániho II.,30.01.2021 19:09:01,2021-04-21 19:44:26,2021-04-21 19:44:26,12.68,2.09,20,10,Stravovanie/Potraviny,1,1
4,184,1,Trubičky-vanilk.,K,0.89,20,snacks/sweet,"Lidl Slovenská republika, v.o.s.",Slovensko,Bratislava - mestská časť Ružinov,Ružinovská,Stravovanie/Potraviny,Bratislava,,Galvániho II.,30.01.2021 19:09:01,2021-04-21 19:44:26,2021-04-21 19:44:27,12.68,2.09,20,10,Stravovanie/Potraviny,1,1
5,185,3,"Rožok bez ""E"" - DA  ",K,0.07,10,pastry/basic,"Lidl Slovenská republika, v.o.s.",Slovensko,Bratislava - mestská časť Ružinov,Ružinovská,Stravovanie/Potraviny,Bratislava,,Galvániho II.,30.01.2021 19:09:01,2021-04-21 19:44:26,2021-04-21 19:44:27,12.68,2.09,20,10,Stravovanie/Potraviny,1,1
6,186,1,Gouda Old Holland,K,2.99,20,dairy/cheese,"Lidl Slovenská republika, v.o.s.",Slovensko,Bratislava - mestská časť Ružinov,Ružinovská,Stravovanie/Potraviny,Bratislava,,Galvániho II.,30.01.2021 19:09:01,2021-04-21 19:44:26,2021-04-21 19:45:08,12.68,2.09,20,10,Stravovanie/Potraviny,1,1
7,187,0.111,Red Wine Cheese,K,14.86486486,20,dairy/cheese,"Lidl Slovenská republika, v.o.s.",Slovensko,Bratislava - mestská časť Ružinov,Ružinovská,Stravovanie/Potraviny,Bratislava,,Galvániho II.,30.01.2021 19:09:01,2021-04-21 19:44:26,2021-04-21 19:45:39,12.68,2.09,20,10,Stravovanie/Potraviny,1,1
8,188,0.13,Red Wine Cheese,K,14.92307692,20,dairy/cheese,"Lidl Slovenská republika, v.o.s.",Slovensko,Bratislava - mestská časť Ružinov,Ružinovská,Stravovanie/Potraviny,Bratislava,,Galvániho II.,30.01.2021 19:09:01,2021-04-21 19:44:26,2021-04-21 19:46:05,12.68,2.09,20,10,Stravovanie/Potraviny,1,1
9,189,2,"Bravč.párky,200g    ",K,0.99,20,meat/meat-products,"Lidl Slovenská republika, v.o.s.",Slovensko,Bratislava - mestská časť Ružinov,Ružinovská,Stravovanie/Potraviny,Bratislava,,Galvániho II.,30.01.2021 19:09:01,2021-04-21 19:44:26,2021-04-21 19:46:17,12.68,2.09,20,10,Stravovanie/Potraviny,1,1
10,190,3,Taštička pizzová,K,0.39,20,pastry/salty,"Lidl Slovenská republika, v.o.s.",Slovensko,Bratislava - mestská časť Ružinov,Ružinovská,Stravovanie/Potraviny,Bratislava,,Galvániho II.,30.01.2021 19:09:01,2021-04-21 19:44:26,2021-04-21 19:45:57,12.68,2.09,20,10,Stravovanie/Potraviny,1,1
11,191,1,Nesc. 3v1Br. Sugar,K,1.99,20,basic/tea-coffee-soups,"Lidl Slovenská republika, v.o.s.",Slovensko,Bratislava - mestská časť Ružinov,Ružinovská,Stravovanie/Potraviny,Bratislava,,Galvániho II.,30.01.2021 19:09:01,2021-04-21 19:44:26,2021-04-21 19:45:45,12.68,2.09,20,10,Stravovanie/Potraviny,1,1
12,192,1,Hellmann's kečup,K,1.49,20,basic/sauces,"Lidl Slovenská republika, v.o.s.",Slovensko,Bratislava - mestská časť Ružinov,Ružinovská,Stravovanie/Potraviny,Bratislava,,Galvániho II.,30.01.2021 19:09:01,2021-04-21 19:44:26,2021-04-21 19:44:27,12.68,2.09,20,10,Stravovanie/Potraviny,1,1
13,193,1,Alwa slip EP Lo 52ks,K,2.59,20,health/lady,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:26,2021-04-22 8:34:33,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
14,194,1,Domes WCgel LF 700ml,K,1.59,20,home/cleaning,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:26,2021-04-22 8:39:04,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
15,195,1,Silan avi CF 1450 ml,K,3.29,20,home/laundry,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:26,2021-04-22 8:39:08,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
16,196,1,Always Night 28ks,K,5.99,20,health/lady,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:26,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
17,197,1,K. vrecká mraz50ks,K,1.29,20,home/accessories,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:26,2021-04-22 8:39:46,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
18,198,1,K. vrecká mraz30ks,K,1.39,20,home/accessories,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:26,2021-04-22 8:38:06,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
19,199,1,Vitar sóda 150tbl,K,1.79,20,home/maintenence,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:26,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
20,200,1,GK balzam 200ml,K,3.99,20,drugstore/beauty,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:26,2021-04-22 8:36:46,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
21,201,3,Bev.Kozm.vreck.150ks,K,0.66,20,drugstore/beauty,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:26,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
22,202,1,Odol ZP 125ml,K,1.69,20,drugstore/dental,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:26,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
23,203,1,Ovčia bryndza 125g,K,1.39,10,dairy/cheese,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:26,2021-04-22 8:37:35,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
24,204,1,Fantasia kar.122g,K,0.62,10,dairy/joghurts,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:26,2021-04-22 8:39:00,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
25,205,1,Fantasia chok 100g,K,0.62,10,dairy/joghurts,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:26,2021-04-22 8:35:03,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
26,206,2,Fantasia čok.106g.,K,0.62,10,dairy/joghurts,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:26,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
27,207,2,Pribináč.kakao 125g,K,0.69,20,dairy/joghurts,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:40:10,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
28,208,5,K. Smotana UHT 200g,K,0.69,20,dairy/cream,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:39:20,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
29,209,1,K.Harzer Roller115g,K,0.99,20,dairy/cheese,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:36:01,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
30,210,1,K. Tav.syr MIX 140g,K,0.69,20,basic/spread,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
31,211,1,K.Maslo 250g,K,1.49,10,dairy/butter,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
32,212,1,Kfav. Pecorino 200g,K,3.49,20,dairy/cheese,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:36:15,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
33,213,1,Kinder ml. rez 5x28g,K,2.39,20,snacks/sweet,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
34,214,2,K.Smotana 16% 200g,K,0.33,10,dairy/cream,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:26:40,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
35,215,2,Kinder Maxi King 35g,K,0.75,20,snacks/sweet,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
36,216,2,Bánov.nátierka200g,K,1.09,20,basic/spread,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:24:10,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
37,217,2,Pribin. van. 125g,K,0.69,20,dairy/joghurts,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:36:57,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
38,218,1,K.Brie 60% 200g,K,1.29,20,dairy/cheese,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:37:25,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
39,219,0.851,KPur.Kuracie rezneRB,K,5.393654524,10,meat/meat,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
40,220,1,Cesnak Flavor 250g,K,3.99,10,fruits-veg/vegetable,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
41,221,1,Cibuľa sadzač.Š 500g,K,1.99,10,home/plants-garden,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:37:14,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
42,222,1,Zemiaky prané 5kg,K,2.99,10,fruits-veg/vegetable,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:35:09,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
43,223,1.084,Banány,K,1.291512915,20,fruits-veg/fruit,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
44,224,2,Kaleráb,K,0.59,10,fruits-veg/vegetable,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
45,225,1,Mrkva 1kg,K,0.79,20,fruits-veg/vegetable,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
46,226,1,Čučoriedky 300g (ks),K,2.59,20,fruits-veg/fruit,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
47,227,1,Avokádo 700g,K,3.99,20,fruits-veg/fruit,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:28:10,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
48,228,1,Šal.Misticanza 100g,K,1.29,10,fruits-veg/vegetable,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:34:50,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
49,229,0.392,Jablko Evelina,K,2.193877551,10,fruits-veg/fruit,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
50,230,1,Mango zrelé,K,1.19,20,fruits-veg/fruit,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
51,231,0.444,Cuketa,K,1.261261261,10,fruits-veg/vegetable,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:38:32,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
52,232,1,Hyacinty v miske,K,3.99,20,snacks/sweet,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
53,233,1,K. sušienky 400g,K,1.35,20,snacks/sweet,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
54,234,2,Lays wawy 130g,K,1.19,20,snacks/salty,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:41:35,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
55,235,2,K.Čok. na var. 200g,K,0.99,20,snacks/sweet,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:38:14,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
56,236,1,Orion čokoláda 90 g,K,1.19,20,snacks/sweet,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
57,237,1,Orion ml.čok.100g,K,0.6,20,snacks/sweet,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
58,238,4,Orion Kaštany 45g,K,0.33,20,snacks/sweet,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
59,239,1,Kfav.Kokos.lup.m.65g,K,2.49,20,snacks/salty,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:41:21,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
60,240,1,Detské piškóty240g,K,1.39,20,snacks/sweet,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:41:08,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
61,241,1,Bazalka drv. 9g,K,0.89,20,basic/spices,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:34:38,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
62,242,2,SOS Quinoa 250 g,K,2.15,20,basic/wheat-legumes,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:41:00,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
63,243,2,Ryža guľatá 1 kg,K,1.29,20,basic/sugar-flour-rice,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
64,244,6,Hl.múka T650 1kg,K,0.57,20,basic/sugar-flour-rice,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
65,245,2,K.Repkový olej 1l,K,1.29,20,basic/oil-acid-grease,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
66,246,2,dr.Ensa mak 200g,K,1.69,20,fruits-veg/dried-nuts,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:39:59,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
67,247,3,K.Mandarínky312g,K,0.79,20,fruits-veg/fruit,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-21 19:47:28,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
68,248,2,Kfav.jalapenos,K,1.49,20,basic/canned-fruits-vegetable,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:41:41,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
69,249,1,K.Tun.filety 185 g,K,1.79,20,basic/canned-fish,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:38:42,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
70,250,2,K.tuniak v ol185g,K,1.69,20,basic/canned-fish,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:38:20,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
71,251,1,K.Lovecká saláma100g,K,0.99,20,meat/smoked,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:40:21,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
72,252,1,Pražská šunka 100g,K,0.89,20,meat/meat-products,Kaufland Slovenská republika v.o.s.,Slovensko,Bratislava - mestská časť Nové Mesto,Trnavská cesta,Stravovanie/Potraviny,Senec,,Trnavská ulica,25.02.2021 16:33:36,2021-04-21 19:47:27,2021-04-22 8:35:26,83.77,21.34,20,10,Stravovanie/Potraviny,1,2
73,253,2,Súťaž.kartička BMW,K,0.01,20,hazard,"Lidl Slovenská republika, v.o.s.",Slovensko,Bratislava - mestská časť Ružinov,Ružinovská,Stravovanie/Potraviny,Bratislava,,Galvániho II.,31.03.2021 12:51:04,2021-04-21 19:47:32,2021-04-21 19:47:33,36.12,12.12,20,10,Stravovanie/Potraviny,1,3
74,254,1,Mušt jabl.-višňa,K,2.99,10,drinks/non-alcoholic,"Lidl Slovenská republika, v.o.s.",Slovensko,Bratislava - mestská časť Ružinov,Ružinovská,Stravovanie/Potraviny,Bratislava,,Galvániho II.,31.03.2021 12:51:04,2021-04-21 19:47:32,2021-04-22 8:16:50,36.12,12.12,20,10,Stravovanie/Potraviny,1,3
75,255,3.242,Kapusta červená,K,0.690931524,10,fruits-veg/vegetable,"Lidl Slovenská republika, v.o.s.",Slovensko,Bratislava - mestská časť Ružinov,Ružinovská,Stravovanie/Potraviny,Bratislava,,Galvániho II.,31.03.2021 12:51:04,2021-04-21 19:47:32,2021-04-22 8:18:18,36.12,12.12,20,10,Stravovanie/Potraviny,1,3
